VideoID,label
782,c8e6 e7e6 d1c1 e6d7 e3f4 f6f5
783,e8e7 e2d4 e5g5 f2f3 a8a6 c1a3 a6d6 c8c6
784,
785,d8c7 f2f1 c7d8 e6a2 a6b7 b1d2 b5b4 c3b4
786,f8f7 h3f4 g8g7 g4h5 d7c8 f4d3
787,b8d8 e3d3 g7g6 g3g4 h5h4
788,h7h5 c6b7 c8b7 c4c3 b7d5 c3b4 d6g3 b4a5
789,a5d5 h3d7 e3g4 d2d1 d5a5 d1c2
790,b5b3 g5f4 b3b2 e1a1 c6d4 h3g4
791,g2h2 h4h3 a1b1 a8d8 d1d8 e2d3 b1b5 d3c4 b5c5
792,e6f5 a2a3 f5g5 g2e3 g5d8 f1h3 g8h6 b1c2 d4d3
793,d2d4 f6h7 e6f5 h7f8 h3g5
794,e8c8 b5b8 g5h4 g2g3 c8c7 b1a3 f6d5
795,f6g4 e3f3 g4f6 h3g5 e6d6 g5h3 c8d7 e2e4
796,d7e8 f6g7 f2h4 d1d2 e8d8
797,g5h3 c4b3 h3f4 b3a2 a8d5 a2d5 f4e2
798,b4c5 g7f7 c8c7 f7e8 c5b4 e8f8
799,f8g7 b8c6 h5f5 f1e2 d8e7 a3b2 f4f3 h2h3 e7c5
800,b1d2 h7e4 c4b5 e8e7 d2b3 e4b1 b5c6 b1h7
801,a3c2 c8b7 a2a3 b7d5
802,b6a5 h7g8n e7f7 h8g7 c8d8
803,c4e2 f6f1 c1f4 g4g5 f4e3
804,
805,g7g6 a2a1 a8e8 f3e2 f7e7 e2e1 e8c8 d2d4 b7c6
806,e6c6 b2c4 a8b8 c1d1 b8e8
807,h8d8 e4c5 d4b3 e6e4 d8g8
808,c7b5 f3h4 c8d7 h3c3 b5c7 c3e3 b7b5
809,g7g5 a1b1 e7e5 b4a5 g5g4 f3f4 d7d6 c2c3
810,a2b4 d3f1 b4d3 f8h8 d3c1
811,e2d3 g7g6 b1d2 g4g3
812,e1e2 h8d8 c3c4 b8a6 d2d3 a6b4 c4c5 a7a5 c5c6
813,b7b6 d2c3 g1e1 c4d5 c6d5 c3b2 c7c6
814,c8b7 g3g4 d7d8 f2g3 b5b6 g1e2
815,c7d7 c3c4 e7e4 h4h5 e4e7
816,f4d3 g3f5 a8a7 f5g7 f7g7 a1c1 a7a6 e4e5 d3b4
817,a1a2 c2a1 b2b4 f7f6 g1e1 c4a2 h3h4
818,e8d8 d4d5 h8g8 d5d7 d8d7 h4h5
819,b7c7 a6a5 f5f4 g1g2 h8c8
820,d3c5 h6f8 c5b7 e7e6 b2b3 f8b4 b7a5
821,d3e3 c8c3 b2d1 c3e3
822,c8a6 g1f1 a6b7 b4b5 a7a5 c1e3 g5e7 a3a4 h6h5
823,a1a6 e8c8 f1f2 d2c2 a6a8 d3c1
824,b2b3 d8d3 h3g5 f8e8 g5e4 d3d6 h6h8
825,f1h3 e1f1 d7f5 h5h6 c4a3
826,c5c4 d3d2 h6g8 a1a2 a5b6
827,f5f4 f2g2 c8a8 c1d2 a8b8 g2f2 e4c5 b2b4
828,a6c5 e7d8 c7d7 h2g2 a7a5 g2g4 e2d2 d1c1
829,c3c4 d7e7 d2c3 e7d7 c3d2 d7c8 c4b5 c5b6 d2b4
830,d6e7 h1h2 a4e8 d3d2 a2a1r c1b2 b4d3 b2c2
831,h3h4 d8g8 f1g2 g8f8 c1d1 d4g7 g5h5 b8d7 g2f3
832,e4f5 b5e2 d2h6 b8d7 h6h8 a5d5
833,b8b7 g1e2 h5h4 f2f3 b7b5 a2b2 g7g6 h1d1 h8h6
834,e2f2 f5g6 f2f1 d6e7 b4a2 e7a3 a2c3 h7c7 f1a1
835,c3e2 h1e4 c1f1 e8g8
836,g8h6 h1h3 g4e5 h3d3 e5f3 h4g3 f3e5
837,d2a5 f2d4 h8g8 d4f2 a4a3
838,g1c1 b6c7 c5a7 e8f7 c1b1
839,d5b3 c8a6 b3e6 g4h2 f2d3 h3h4
840,e8f8 a1b1 h3e6 f7d8 b6c8 d8e6 f8f7 b1d1
841,f2f3 a3a2 f3b3 e8d8 d2e3 a2a1r e1d2 a1e1
842,e7e5 d2e2 e1e2 f7h6 h7f6 h6g4 e5a1 a7b6
843,g1f3 c7d5 d2e3 b7c8 h3h4 e8d7 f3h2
844,e3c1 e8e7 h1e1 g8c8 c1b2 b4c3 f5e6 d6d5 g4h4
845,h1e1 e8f7 c1c2 b7b5 a1d1 c5d4 d1c1 a5a6 h3f1
846,f7f6 e1d1 f6f8 b2a1 c6b5 c1c2
847,c5a6 b2d4 e8f7 a8a6 b7b5 f1h2 b5a5 e3e4
848,e1f2 f7f6 h1g1 c7b6 f2g3 f6f4 f1f4 b6g1 h3g1
849,f1f6 a5c3 f6f2 c3c4 g2g1 e5d4
850,h7h8 b5b3 a6b7 b1b2 b7c6
851,f4g6 d7d6 g6e7 h7f7 c3g3 d6e7
852,d2b2 f5g3 d3g6 e8e7 g6d3 e7e6 f2h1 g2f1
853,b7c8 e6d7 d8d7 a1a4 d7g7 g3h3 g6f7
854,h6g8 b1b3 d8c7 c1d2 b8b5
855,h6f4 f2e2 f4g3 e8c6 f5f4 h1g1 c1b1
856,e7b7 c5c4 h3g4 b1g6 h6h2 g6f5 g4h4 f5e6
857,c7d7 b4a5 d7e8 a5b6 h7f7 b1a2
858,e4c6 d7d8 a5a2 g8f6 c6e8 a8b8
859,d8e7 a4c4 f6f3 h5f3 a6b4 f3e4 c7c6
860,h3g5 c6b8 f2g3 b5b4 b1b2 e8d8
861,h4e1 d1e1 g2c2 e1f1 c2d2 c3a3 d2d8
862,a3b4 b2b1 e5e4 b1b4 a6c5 d2f3 c5e6 f3d2 b7a6
863,g4h5 d4d3 g7e6 d8e8 a3a4 a7b7
864,f4d6 e6f5 d6d5 f5g4 d5e5 g7f7 c3d5
865,g6b6 a1e1 b8c6 h3g2 h8h7 g4g5 c6d8
866,h3g4 b2c4 g4h5 c4b6 c6a5 d4b4 h5f7 e6d7 h2h3
867,g2f2 g5g4 f3d4 f5g6 f2h2 a6b5
868,e8e7 d1e1 g5h4 e1d1 e6f4 e2g4 e3e2 c3e2
869,d1b1 a7a8 b1d1 b2b4 e5e6 g8g5 d1f1 c8a6
870,h1h3 c7b6 d1c1 g7g4 e3c4 b8c8 h8f6 b7c6
871,a2b1 c1c6 f7d8 c6f6 b1f5 h3g5 h6g5
872,c4d5 b4b3 b1d2 h8g8 g2g4
873,g1e2 a6b7 a1b1 g7g5 e5c4 d5d4
874,d3c2 g8d8 f3g4 b8a6 e7e6
875,e2d3 g8e7 d3e4 g7g6 g1h1 c7c8 d2d5 e7d5
876,b1a1 b7b5 a3a2 e7c8 a2b2 f5f6 b2a2 e8e7 c3e3
877,c6a8 d3e2 d6c5 e2f2 c8b8
878,e2d3 e5d7 b2c3 g8h8 c3d4
879,a1c1 a8b8 c6b6 g8d8 e1f1
880,h2h3 c6a7 g4f5 g7g6 a2a3 d8e7 g1f3
881,b4b5 h7e4 g4g5 c8b8 f3g2 e4c6
882,f2f3 f6f5 a1a4 b7b6 a5b6 c6d4 f1h3 h8h7
883,b3a2 b5b4 e4e5 e8f8 f1e1
884,a2d5 e4f5 e8e7 a4a6 d8e8 a6b6 d5f3 f1d1
885,b6d8 f3d5 a4a5 f4e3 c2c1
886,a6b7 g7b7 d2d1 b7e4 d1e1 e5d3 e8d7 e4g6
887,f4e3 f7g6 h5h6 g6h6 e3b6 g5e3 b6a7
888,a8a7 c3d1 a4b3 c4b5 c5c4 g2a2 e5e4 d3e4
889,d4a4 g8f8 g2h3 f1g3 d1e1 d3c4
890,f7e7 d2g5 h6f7 a1b1
891,h1h4 f7f6 b2b3 e8f8 f1e2
892,b8d7 f8d6 d7b6 d6b8 a6a7
893,d3e5 f7g8 c3e3 b7e7 f1e1 h5h6 e1f2
894,e3e4 h2b2 a4a5 e6d6 c5c6
895,d3b2 c8d8 g4f5 g5h4 h2h1 a8a2 b2d3 a2b2
896,f8e8 e5b8 c6g6 c3a1 e8d8 h2h1
897,c1d1 e3h3 f1g2 a8a7 a2a4 b4d5 e2e4 h3h2 d2c4
898,g7h6 c2b1 h6f8 h4h5 g8h6
899,e2d3 e3f4 d3e2 f4e3 d1b3 e3d3 b3c2
900,c7c5 f1e2 d8e7 e4f5 e7f8 g2d5 g4g6
901,e1a1 c8c7 a1f1 h5h8 a5a4 d2f3 c2c1
902,f3g2 c5c8 a8c8 g1g2 c8c2
903,a2b4 c2a2 b8a8 c6b4 c8d7 h2f4 g2f1
904,f2g4 h7h6 g4f6 e8d8 d6b6
905,c3e1 b5d5 e1c3 a7a6 c1e1
906,c1e3 f6f4 d1c2 c8a6 e4g2 e5f6 g2h1 g4e5
907,b8f8 d6b8 b5c6 d7d1
908,e3e4 f6c3 g5f3 e7f6 f3h2 c3e1 g4g1
909,b5d4 d8e8 f7g7 e8f7 g7f7 c1d3 e6h6 d3f2
910,h1d1 a7a6 d1g1 d3e1 c1b2 d7e6 g2g4 f7f6 c4d5
911,e4g6 d3d2 g6d3 e8c7 d3g6 c7a6 b8c6
912,c1f1 e8f8 h7h8q f4d5 h6f8 a6a7 b3c4 c7c5
913,h3g5 b6d6 f3e4 a8a6 a3b2 a6a2 d3f1 f6g5 e4h1
914,d1h1 a5f5 h1d1 c6e6 f6e7 f8e8 a4a5 f5e5 e7d6
915,c8c6 b3b4 f8e8 g2f3 f7f6
916,e8h5 b3b1 c5d6 g7g6 b4c2
917,e3e2 d1d2 g8e8 d8d4 e5d7 d4g4 g6h5 g4g5 h5h6
918,h3h2 e1g1 g2f3 g1e1 c6b5 f6e8 c4b6 a7b8
919,f1d3 f8b8 b1g1 b8a8 d3h7 a8e8
920,c7c6 a7a6 c6c5 e2c1 e1d3 d4c5 d8c8 a6a5
921,c2c4 e7e5 f1g2 d5d4 e1d2
922,c6c7 b8c7 a3a2 e5e4 d4c3 e4e1
923,e7d8 d6d5 e1e2 b7c6 d8b6 c6d7 a6c8 e8e7 c2c4
924,d4d5 g8e7 a4b3 d3c3 e1d1
925,g8g3 b8a8 e3c2 a8a2 g3g4 a2a4 c2b4
926,f4h3 b6b5 a2a3 f8g7 c4e3 f7g8 h6e6
927,c8d7 b5c6 d7c8 c4e4 c7a7 g4h5
928,d6e8 b8b7 b4a4 d8d7 a4b4 b7a7 h1g1
929,c2c1 g7g8 d5d6 h7h4 f4e5 g8f7 c1d1 f5b1
930,g2g4 e7f6 g4g1 g6e4 e3d1
931,d8e7 d1g1 e7a7 c1e3 e8d8 e2e1 a6c7
932,e2e4 f7g7 g1e3 a8a6 e3h6 g7d7 g2g3
933,a1a4 a7a5 d1e1 f6f4 e1c3 c7c5 c3c4 c5c4
934,d2d1 e7a7 g2h2 a7h7 h4f3 c6b7 h2e2
935,d2h2 e8f7 h2h4 d8h8 e4f6 h8b8
936,a8a7 e4f3 c8b7 e1e4 h5h6 c4c5 b7c6 e4e1
937,f8f1 b5d4 a4c5 d4f5 a6c4 f5d4
938,b6b8 e2d4 h8g8 a4c6
939,g1g3 f1f5 g3g4 f5f4
940,b6b5 a2a3 g4h3 f1f2 f7e6 d5e5 d8d7 e5g7 g8g7
941,a4a5 b6a5 b3a4 f8f7 h2h3 d8a8
942,c5d4 f2g1 d7f7 b6c6 e8g7 b5b4
943,a1a2 f6e4 d2d3 c5c4 d3c2 h7h8 f1c4 d7c6
944,h6g8 b4a5 b8a8 d2f3 c8a6
945,g5g6 c5e6 h3h4 f5f4 g2h3
946,e3d2 b4d4 d2e1 d6d5 h1h2
947,d7f8 g7g2 f8h7 g2c2 h7f6 d8h8 f6d5 c2b2 b6a5
948,h5h2 g1h1 h2h5 e7d5 b7b6 g3f1 a8b7 h1h2 b7b8
949,h1h3 a8b8 e2e4 d7e6 d1e1 e5f3 f2g3 f7f6
950,e7e1 d2e1 h5h4 c3b4 c5b4 h2d6 c8d7 g7a1
951,g4g5 c4d3 a5b6 e5f4 b8a7
952,f1f8
953,f4h6 a4c6 e2e3 e4d3 e3e4 c6e6 a1b1
954,g7f6 c6a8 c8f5 h1h2 f5e6 f1g2 e6h3 g2h3
955,a1a3 c7c6 g5e6 d7d5
956,c3d5 c5b7 f1e2 g6e6 h1e1 a8b8 f2g3 d7c6 d5e3
957,h6f7 e2e1 b2a3 h4h5 f2e1r d1e1 d6d2 e1d2
958,a8a7 h1h2 g7g5 f6d8 c4c3 g2g3 d5d4 h2h1
959,a8c7 e8d7 c7e6 d7c6 g1e1
960,f3d1 e3d3 d1a4 d3c3 a4c2 a5a4 a7a5 a4b4 h6h5
961,a8c8 h6h3 g1h3 d1e2 b3c2 g6h7
962,d1c1 f5g4 d3d4 f8b4 c1b1
963,e4e5 a3a2 c1b1 a7a8 e2f4 a8a6 c2c3 e8f7
964,g4h2 e8d7 e1f1 h8h7 g2g1 b6a6 c2c3
965,e2e6 b8c6 e6e1 d3b1 f3g5 c6b8 e1h1
966,d7b5 d6e6 b5c6 a5a4 h6g7 c7d7 c6b5
967,a1g7 g6h6 c5c6 d7d8 h7f6 e6e4
968,f3f5 d4c3 e6e3 c3d2 f5f2 d2d1 b6c7 e7e8q
969,c6d8 e8d7 f3f4 d4d3 e2e3 d7e7 a5a6 d3d2 a8c8
970,b4c2 e8d6 c8g8 c5c6 d7c6
971,b2d4 a8f8 c2c4 e5e4 e1g1 h8h7 g1g6
972,g7g6 c4a5 d7d5 e2e4 b8b6 a2a4 e8g8
973,c8f8 b4e7 e1a5 c4b3 a5b4
974,b8b3 g4g1 b3a3 a4b4 h6c1 f3h1 d7f6 c3d4 a3a4
975,
976,c6a7 d3d2 a7c8 h7g8 c8e7 g8h8 c4c5
977,d1d3 b7b6 e3d2 f5e4 g2f3 f7f6
978,a8f8 e2e4 h4g2 f2e1 f8a8 d1d2 g1d4 a4a2
979,d1d8 f6e5 h7h5 h3g5 d8d3 e5f4 b6c5 f4e5 b1c3
980,f7f6 g3c3 a6b7 h2h3 a8c8 c4b4 f6f7 b4d4
981,b4a5 d5e4 e1f1 e4c2 f3f4
982,e2e1 a1c1 h7f7 e4f4 b2c3 f2e4
983,g4f3 e7d8 d1d2 c5c4 a5a6 a8a6 g2g3
984,f4e4 g4h4 e4d4 h2h1 e3e2 b5a7
985,c6d6 a5f5 g1e2 f5f4 b7b5 e3g4 b5f5
986,b5a4 e4e5 a2c2 e1d1 c6a7 c4e2
987,f6f5 d2b4 d8e8 f2e1 b7b5
988,g4f5 a3c4 h7h6 f2f3 f5g5 c4d6
989,h5h8 c3d5 b2c3 d5e7 g3g4 e7g6 b1a1 e6e5
990,c4f7 g8h6 b3a4 d8c8 g1e2
991,e7g5 c1b1 g4g3 f2e2 d7c6 g8f7 g3e1
992,d1e2 h7h5 d3c4 b1e1 e2d3 e1e2 a7b8
993,d8c7 d1c1 h6g4 f3g4 a7a5 h5g6
994,b2c3 f5f6 c3d4 a8c8 c2c3 b5a4
995,e4c6 a8b8 d1c2 e5f4 c6e4 f4f3 c2d3 b7b5
996,c6b8 f4d4 f7g7 f3g2
997,a6c8 d4f2 c1e1 f8e7 h6h4 e7d6 b2b3 f4f3 h4h2
998,e2g1 d4f5 f1e2 f5h4 b3b5 c8e6 b5d7 f7g8
999,c7c6 b1c3 f7d5 b3d1 d5d4 b4a5 b7b6
1000,e4d3 f4f5 f7f6 g5f6 d8f8
1001,d5f4 e5f4 g2e4 c2a3 e4c6 f5h3 g5h6 c7d8
1002,d1c2 a7c8 c5b7 d2c1 c2b1 g2b2 h6g5
1003,c5c6 g4f5 g6h5 f5g4
1004,e1e2 c3a5 g5f4 c2a4 f4g5 a5d2 g5h6 b7b6
1005,f3g2 a7a2 g2g1 b2c1 h4h5 a2a8 g1g2 a8a7
1006,d1d2 e7e6 a1b2 g6g5 b7a5
1007,d4e5 b8c6 e5f5 c8d8 d2d4 c6e5 f4e5
1008,a7a8 b6b7 h7g6 e5f4 a8a6 b3c3 a6c6 c3a3 c6f6
1009,d8b8 f2g2 e5e6 c1b1 b5a3 c5c6 e6c6
1010,e2c1 e4d2 g4h5 d2f3 e1e2 b8a6 h1g1
1011,f1h2 c8b7 c5e3 b8a8 g7a1 b7a6
1012,d7c6 e1e2 a8a7 e3d5 e8h8 d1c1 b8d7 a2a1 d8e8
1013,e1d1 c2c3 d1c1 d8h8 f5h3 h8b8 c1h1 b8d8
1014,f8f6 a3b2 g4g6 e5d3 a6b4 a2a1 g6e8
1015,h4h5 a6b5 c3e3 d6e6 c2a2 d7d5
1016,f2e2 g8g6 e2f3 g6a6 c4b5
1017,f2g2 c6c5 g1e2 c7c6 b3b4 c5f5 e4e5 f5h7
1018,c1c7 h1g2 g6e7 g3f2 c7c5 a1d1 e7c6 d1f1
1019,h4h5 c7c6 e2e3 a8c8
1020,c4g8 e1e7 d4d3 c2d1 c5c4 c7h2 a4a7
1021,e2e1 g4h3 b1c3 a6f6 c1f4 e7e6 f1c4
1022,b6b5 h6f6 h3f3 c7f4 f1e2 f6d6 f3c3 c6e7
1023,d3e3 d8d1 b7b8q d1d4 b6a5
1024,g3g5 f2e4 h8f8 f3f5 b5a4 h2h3 c7c6 a2b2 g5f5
1025,e7d8 a6c8 c6a7 a4a5 f5f6 h3c3 a7b5 c3c1 f8e7
1026,f7g7 f1e1 g7f7 f5f6 f7f6
1027,d5c7 c6c5 c7b5 d7d6 h3g5 c5c4 f5f6
1028,e2g1 e7e6 e1e2 a2a3 f3f4 c8d7 e2f3 d8a8 h4h5
1029,a5c6 h1h3 a7a5 a2a4 f8d6 h3a3 e8f8 d2d4 f2g1q
1030,e1f1 d8e7 b2b3 g6g5 b6c7 c2e4 c7a5
1031,d8d5 b4a5 g7a7 d3a6 d5d8 h1g1
1032,b7c6 b2a1 d4d6 h3g3 c8a8 g3h3 e1g3
1033,b6d6 c1d1 h5g6 g1f2 d6d8 d1a1
1034,f6f5 e4d5 e6d6 g1e2 d6d5 e2f4 d5d6
1035,b2d4 g7h7 e6d7 b6b5 h1h2 a6e6 h2h1 h8e8
1036,b5c4 g2g3 c1h6 a1c1 a7a5 g6g7 h6g5
1037,h7g7 f5h4 d3d4 e6d7 g7g4 a8d8 g4h4 d8a8
1038,g1f3 c8b7 g2g3 e7g7 d3c4
1039,c2c4 e3g5 e5d3 e7f5 b3c3 f8g7 d3e5 g7f6
1040,d2e4 f6c6 a5a3 c6e4 a3a5 e4f5
1041,b8b7 c7h2 d3e2 g2g7 a5a4 b4d2 a6a7
1042,c1c2 g7h6 d2d3 a5a4 d3d1 h6g7 d4e5 c4a2
1043,a2a3 g3e2 d1b1 e2g3 b1c1 e5f4 a5a6 f5e3
1044,b5a7 e6f7 a7c8 f6c3 c8e7 c3d2
1045,c8d7 e7f7 f1e2 a8b8 e4e5
1046,h4e4 a4c6 c7b5 f1g3 d7f8 h6f8
1047,a7c7 h7g6 c7c8 g2e2 h5g7 e2c2 c8c2
1048,c5e4 d8a5 h6g7 g4f5 e4c3 g1f3 g7f6
1049,h3f1 b4e1 h5h4 c2d1 g6g2 b1d2
1050,c8d7 f4h5 d7g4 h5g7 d4e2 a1a2 a8b8
1051,h2h5 g7e5 h5h4 e5f4 f2d3 a7a8 e1g1 e8e7
1052,f1f4 c7d8 h2h1 h5h8
1053,g6e6 f2g1 f3e4 e1a1 e6e7
1054,h1f1 c8b7 e2f3 b7a6 c1h6 h8g8
1055,a4b3 a2a1 c7c6 c1d2 e2d1q a1d1 g8g7
1056,g6f6 f1e1 c7d7 e1d1 h6f4 c1d2
1057,b4c3 h6f5 d3c4 g4f3 f1e1 a5a4 c3b3 c8c7 e1f2
1058,g2g4 a6c4 e2f4 e8d8 e1f2 f8d6 f1e2 d6e7
1059,c4c3 d2c3 f6e7 d3g3 e7f6 b2a1
1060,g5g1 c3e4 g1d1 c2d1 f8c5 f6f5 c5g1 f5f4
1061,d4e3 f7f8 c2b2 e4g2 b2b1 d5f4
1062,c6c7 e3f4 c7b7 a1d1 d5e4 f4g4
1063,a6a8 c2a2 a5a4 f2f4 g8f6 e2h5 f6h5
1064,e2g3 h6d6 g3f5 g7g6 f5d6
1065,b2e2 f1e2 d7d5 h1d1 a8a7 d3b5 f6d7 e2d2 h8e8
1066,e3f3 e8d8 f2g3 d8d7 g3g2 b8c6
1067,e1f1 d5d4 a4a1 c8d7 g5f6
1068,h6f7 h3h2 e3f3 f1e1 f3d3 d4c5 d6c5 f5f6 c8h3
1069,c2c4 h6d2 e1d2 e6d7 b2b4 g8f6 h8g6
1070,e1f2 e6f7 g3h3 h4g2 f1g2 c4c3 e2e4
1071,c6b7 e2e3 b7c6 e1a1 c6b6 g7h6
1072,d2d4 g6e6 f7c7 a7a5 f1e2 h6h8 e2d3 d6e7
1073,e2e1q f3f4 d1d6 e4e5 f6e7 c3c4 e7e8 f8e6
1074,a2c2 d7e5 b1b2 h6g7
1075,e4e5 c7e8 f3h4 a3c1 f7e7 d4d3 h4g2 c1e3
1076,c7b6 c5f8 a3a7 h2h1 g6f7
1077,b7b6 b2b3 h5c5 e2e4 g8h6 h2f2 h6g4 f2h2 e7d8
1078,g7g5 c2e4 b4b3 e4c2 f5f6 d1d3 e8f8 d3c3
1079,d3c2 f7f5 c2a4 e8f7 f2b6 b8d7 a4d7 g5g4
1080,b2d1 e3d2 e1d2 a8a7 h1h2
1081,g3f1 g7d4 a1b1 b6b7 f1d2
1082,d8h4 b2c1 h4g5 f4g5 e8d8
1083,b3b4 g8e8 h7g7 a4a3 d1d3 c5b4
1084,e3e2 h7b7 e2f2 g8h7 f2g1 h7h8
1085,a8e8 e2f3 e8e7 g3g2 g8g4 f5c2 c6f3 c2e4
1086,a3b2 b7b5 e4d5 f8c5 d2e2 g8h6 e2e4 d7e7 f2f4
1087,d2c4 a4c4 h1g2 d1c3 e2f2 c4d4
1088,g1h2 e7f8 b2c3 e6e5 f4f5 c7d7 d4b5 a6a8 c3b4
1089,b1a3 g8h8 d2d4 h5f4 f2g1 c6g6 e3f4 g6h5
1090,c2d4 b8c6 c3b4 f8g7 f1c4 f7e6
1091,f7h5 g2d5 h5g4 f4f3 g4f5 f3e2 d1c2 b8f8
1092,d1e2 g7h6 e2f1 e1h4 f1g1 f7c4 g1h1
1093,g3f1 b7a8 g4g5 c8d8
1094,a4d1 e3f4 f1e1 f4g5 f3g5 f6g8
1095,a8f8 g4g5 f8h8 e7c6 c4d5 c6b8 d7c8
1096,e7a3 d2e2 a3a2 h1h2 g4f4 c6b4
1097,a2f2 f1f2 a5a7 h4h5 a7b7
1098,a5a6 b8h8 g5d8 h8h6 d4f3 e5f4 f3d4 h6f6
1099,c5c6 g3g2 h1h3 a4b5 h3b3 b2a2 c6a6 f6e7 b3h3
1100,e2f1 f5f4 g7f8r d8d7 f8c8 a5a4 a7b5 a4b4
1101,e8d8 f3h4 g8e8 d2e1 e5h8 h2g2 h3g5
1102,a1d1 b5a3 f4e6 g5g4 d6d7 c8c3 b2a2 f7d7
1103,a7a8 e6g7 e7g8 d2e2 d7f8 c1d1 g8e7
1104,a4a3 b2c3 e8f7 d4d5 e4c5 g1f3 a6a5 b4b5 f7g8
1105,g3f4 a2a3 f4g5 f6f7 c8c6
1106,d5b6 e4f5 d8f7 f3e1 b6a4 a6a7 f7d8
1107,g4f5 a7c7 e1d2 g7e7 a8c7
1108,e8f7 e3d2 b5c4 d2c1 g8h8 a2a1 h5g5 h1h6
1109,e2e3 e8e7 e3f4 b6b5 a1a4 f8g8 h1h2
1110,e1f2 c6b7 d1e1 a6b8 h6g4 b7c8 e4d6 c7d6 a2a3
1111,e4h1 f8c8 h1e4 e7f7 b2d4 h8h7 b1c3
1112,e1f2 c7e7 g5f3 c8f5 a3d6 e7f6 a2c2 f5g6 d6e5
1113,e1e2 e7e6 b1b2 e8h8 f2g2 b3d2
1114,h8h5 c1b1 e6g4 e2b5 f2d4
1115,h7g6 e5d4 g6f5 e3c2 f5c2 b7b6 a4a3
1116,d4b3 f6d6 g3e5 g4e5 g2g3 d6b6
1117,a2g2 g5h4 f6f7 f8e7 f5g4 c8b8 f7f8r e3e2
1118,d7d5 f3f2 g4e2 f2f4 d5d1 e4e3 e2h5 f4f7 b8d7
1119,f2d4 f7g8 c7c8q g8h7 d4c3 b7a8 c8a6
1120,h7g8 g1c5 h8h6 c5a7 g6f7 d2b1 h6g6 c1e1
1121,b4b5 e8c8 g4f5 d7f5 f1e1
1122,c1d2 d5d4 b3d4 e5e4 b2b3 f5g5 d1e1
1123,c8a6 c1c3 h6g7 h5f3 g7f8 f5d7 c7d5
1124,h7h3 b2g2 d6g3 a3c1 g3f2 b1b4 f2d2 c1d2
1125,g3e4 a6b7 a2a4 a7a5 f6e7
1126,b1c3 g5g4 a5a8 f8e7 f2f3
1127,f7g8 f1g2 a8a7 c3b4 g8g7 g2h1 a7d7 d4c5 d7a7
1128,e4e5 f6e7 e1c1 h8e8 g4g5 a6d3 h3f5 d3e4 f5g6
1129,g1h2 g8h6 b5c6 h8c8
1130,
1131,g7g5 c3c4 a7a5 e4g6
1132,d7b6 c2c3 g8e7 b1c1 c8b7 f1e2
1133,c2d1 b1c1 b5d6 c1c3 c4d3 e6c4 e5e4 c3c1 d6b7
1134,c3d5 c6b8 d5c7 h8h7 g3f4
1135,
1136,b8b5 g1h1 g7g8 f1b1 f8h6 c8h3
1137,c2e3 e4c2 d2c2 g7f6 h3h4
1138,e1e2 c3a1 e3b6 e6e5 b6d8 a6a5
1139,f3a8 c8e8 a8b8 d6c6 b8e5 f8h8 f7e8r e7d8
1140,h6h5 h2h3 e8d7 e4f5 d7e8 b2b3
1141,h5f6 h1h2 h8h7 g4f4 f6d5 e5d6 d5b4 f4h6 b4a2
1142,b5b2 e3e2 c4a6 e2b2 a6d3 c3d3
1143,c8g4 d3e2 a6b5 e1f1 e7e6
1144,a8c8 c3a4 c8d8 a4c3 h7g6
1145,e2f3 h7h6 f3e2 d6g6 e2b5 g7h7 h4h3
1146,f4e6 c4d3 d1e1 h6f5 f1d3
1147,c6a5 g1h3 a5c4 h2h1 g6h7 c1d1 h7f5
1148,e2e3 c7c5 g1h3 g7e5 h1e1 b6b5 a3a2
1149,b1b5 d7b5 g8e8 e7e8 g4c4 b7c7 c4e4 b5a6
1150,b1d3 d6d3 b3c4 d3h3 g4g5 b5c4
1151,h6h5 f3e3 h5d1 d4d5 d1d3 e5d3 c4d3 a1a3
1152,e7f6 g8e7 g2g4 a4a3
1153,c4b2 e7c7 b2d1 c6c5 g4g5 e4d5
1154,a1c2 d5f4 e8h8 b8g8 e3a3 e2e5
1155,b1d1 e5g5 b6b5 c8a6 d1c1 a3d6 b5b4 f4e3 c1c2
1156,b6a8 h3h4 h1d5 c5a3 d5g2 a3c5 g2d5 h6h7 d5g2
1157,h7h6 c3d5 e7g6 e1c1 e8f7 c6c3 b3a4 d5e3
1158,a7a5 d3e3 h8h7 c3a2 d6c7 h1h3 d7b5 a2c1
1159,g5g4 e1f2 h7f7 g2g3 e7d6 d1e1 c8a6
1160,e4c2 f3g3 c7a6 g4g5 c2d3 b3b4 d3f5
1161,c1c2 d8a8 h1d1 d7d8 c4d5 c5b4 c2c1 a8a6 c1c6
1162,h4g5 e3f5 g5d2 c1d2 g8f6 c2c3 h6h7 b3d5 b8c6
1163,a8b8 c2g2 b8b7 h3e3 b3c3 g2d2
1164,g8g5 e1f1 f7c7 b5a5 c7c2 c8c4 g5f5
1165,f4e2 e4d3 e1d2 d7c8 c4d5
1166,c6c5 f6e7 a8b8 e7f8 b8b7 h4g6 b7c6 e2e3
1167,a1a2 f7f5 f3g3 f8b4 d1g1 c6d8 d5d6 f5f4 g3h4
1168,f4g6 f2f4 a7a8 c1d1 e7f7 c5a6
1169,a1c1 d7d2 b5b6 a7b6 f4d2
1170,d5b4 f5g4 e4e5 g4d7 f2d2 d7c8 b4d5 f7f5
